train_lang,test_lang,acc,f1
fi,ja,0.34782608695652173,0.29508816120906806
fi,ko,0.6220592974540767,0.48719258075674965
fi,mr,0.8025,0.7336244541484717
fi,nl,0.73995117272648,0.7065604339718596
fi,pt,0.6695083118120503,0.6213871644122846
fi,ru,0.8292192656692161,0.7973506368052449
fi,ta,0.7590788308237378,0.6559139784946236
fi,te,0.8670694864048338,0.8338870431893687
fi,tr,0.7717091132249156,0.7087240356083085
fi,ur,0.6491324326177903,0.5292282088620762
fi,vi,0.5756470383880493,0.487338893100834
fi,zh,0.43034825870646765,0.3475330277702885
fr,af,0.863832988527365,0.8514079703790315
fr,ar,0.6667436311860232,0.6029542704504463
fr,bg,0.9099384672757784,0.8992152137809762
fr,de,0.8439405126041557,0.8305638656356695
fr,el,0.8645823059473321,0.8558274274481403
fr,en,0.8637757057095414,0.8508577918584495
fr,es,0.9377602256699576,0.9292999893381352
fr,et,0.8717512098942463,0.836851723486042
fr,eu,0.7613612782735008,0.6939864896783032
fr,fa,0.761091716915265,0.6918846110674598
fr,fi,0.8531073446327684,0.8201207112528267
fr,fr,0.7017996222491034,0.7354793791749042
fr,he,0.7677674084709261,0.707821768519796
fr,hi,0.7167277167277167,0.6398542828798647
fr,hu,0.8511122788579436,0.799624264596826
fr,id,0.8409451316206787,0.7973134602999357
fr,it,0.9351267270564553,0.9250258729732838
fr,ja,0.24849699398797595,0.2113356467306253
fr,ko,0.6057847244601998,0.48254630157514944
fr,mr,0.79,0.7270114942528736
fr,nl,0.9043072630569361,0.8865148533408304
fr,pt,0.9203420003510268,0.9127486676164845
fr,ru,0.9050687499554497,0.8898736498004689
fr,ta,0.7475642161204605,0.6578529878371233
fr,te,0.8323262839879154,0.796036333608588
fr,tr,0.7804029866012069,0.7215922513583748
fr,ur,0.697825937864344,0.5963621500102188
fr,vi,0.633402813965607,0.5583715825184593
fr,zh,0.3483771618099976,0.29255211787434043
he,af,0.7502350949783713,0.7002812374447569
he,ar,0.7436696682829216,0.6925503861367489
he,bg,0.8329914848654361,0.7821762215202633
he,de,0.7365437642201696,0.6736912101126961
he,el,0.6843870204162146,0.5966446253893655
he,en,0.8061853365691659,0.7560033967450777
he,es,0.7688688293370946,0.6964762480479574
he,et,0.859607456533429,0.8189402366265547
he,eu,0.7741025108943764,0.6970295145908151
he,fa,0.7591875595049191,0.6690132761984925
he,fi,0.8424258474576272,0.8074846245452617
he,fr,0.5210097408798625,0.505253186358939
he,he,0.9723618090452262,0.9594997868409834
he,hi,0.7744271232643326,0.7056374330843962
he,hu,0.6633385881940795,0.5604680057983019
he,id,0.7869489375198224,0.742428426769769
he,it,0.7836032573885992,0.7180956623871046
he,ja,0.3816328308791496,0.3155298929387706
he,ko,0.6207433666344397,0.49199369996062475
he,mr,0.82,0.7634252539912919
he,nl,0.7913941930421136,0.730946713945694
he,pt,0.793671489105634,0.7542762352813205
he,ru,0.8325623168984468,0.7899106306649524
he,ta,0.7475642161204605,0.6419354838709678
he,te,0.8444108761329305,0.8054145516074449
he,tr,0.7677201595581467,0.6993740685543964
he,ur,0.7197037240244153,0.5977145716907165
he,vi,0.6271495570609693,0.5462837668521023
he,zh,0.5740740740740741,0.47338214921828614
hi,af,0.7808914801579838,0.7646767646767648
hi,ar,0.6005156622796891,0.5324189526184538
hi,bg,0.8024737398222388,0.7671719881942581
hi,de,0.7421911492157247,0.7068521110237886
hi,el,0.7067758161554394,0.6654684095860567
hi,en,0.7910652701494444,0.7514673337823534
hi,es,0.7340028208744711,0.6667216306546845
hi,et,0.8259320666786163,0.7910975717216985
hi,eu,0.7844781074911807,0.7330856061137208
hi,fa,0.6914630276102824,0.6200763358778626
hi,fi,0.8050553201506592,0.7731592995247705
hi,fr,0.465875087540587,0.44604139171295565
hi,he,0.7414453218473319,0.6630473605257519
hi,hi,0.9810886787630974,0.9767615826191599
hi,hu,0.7219302855141005,0.6469635627530365
hi,id,0.7761655566127498,0.7092727101216867
hi,it,0.7216945740689907,0.6492945135694218
hi,ja,0.4011501263396358,0.31329732214687966
hi,ko,0.5689655172413793,0.46075668984836887
hi,mr,0.83,0.7814761215629522
hi,nl,0.7594820821344493,0.7096286543291151
hi,pt,0.7696512298473034,0.7138942595245712
hi,ru,0.8321275063974168,0.7923860009392139
hi,ta,0.7431355181576617,0.6556503198294243
hi,te,0.8731117824773413,0.8356964136780649
hi,tr,0.8047458320548225,0.7560602494704635
hi,ur,0.9098827240929978,0.8860749152403905
hi,vi,0.5725204099357304,0.48960016155088854
hi,zh,0.3888494037747769,0.2711600429645542
hu,af,0.744780891480158,0.7155413503795444
hu,ar,0.533364119141076,0.4763673114438151
hu,bg,0.7385169991919945,0.7117277832837794
hu,de,0.7477903174770594,0.7228141848747114
hu,el,0.7716737350823553,0.7557700377675199
hu,en,0.7633478094264913,0.7276290689267704
hu,es,0.7269393511988717,0.6743336623889437
hu,et,0.8709670191790644,0.8346784888787844
hu,eu,0.7103548454036107,0.6177349397590362
hu,fa,0.6034274833386226,0.5223823098851992
hu,fi,0.8283015536723164,0.7938450492787678
hu,fr,0.48761698605717196,0.49194772552369787
hu,he,0.7079444843263939,0.636765634870499
hu,hi,0.766362836130278,0.7004988931839957
hu,hu,0.9710106848835173,0.9598462827018771
