col1,col2,chi2,p,result
41A Distance Contrasts in Demonstratives,67A The Future Tense,2.036825396825397,0.3611677675986576,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,68A The Perfect,12.114285714285712,0.0594672577682608,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,69A Position of Tense-Aspect Affixes,2.379084967320261,0.8817469697683467,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,70A The Morphological Imperative,16.038961038961038,0.013546368838402186,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,71A The Prohibitive,6.157142857142855,0.4058192111790054,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,72A Imperative-Hortative Systems,3.4326530612244905,0.4881921975042096,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,73A The Optative,5.298701298701298,0.07069710536999578,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,74A Situational Possibility,2.4852941176470584,0.6472710310464858,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,75A Epistemic Possibility,5.620328131252501,0.2293532665104403,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,76A Overlap between Situational and Epistemic Modal Marking,2.8465786314525814,0.5838194662445089,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,77A Semantic Distinctions of Evidentiality,6.780952380952384,0.14792668528692374,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,78A Coding of Evidentiality,23.84761904761905,0.008015292344980255,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,79A Suppletion According to Tense and Aspect,3.6666666666666665,0.4529926138924665,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,80A Verbal Number and Suppletion,2.2448979591836737,0.325481719698252,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,"81A Order of Subject, Object and Verb",9.381493506493506,0.1532324453782128,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,82A Order of Subject and Verb,6.37888198757764,0.17258357223181914,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,83A Order of Object and Verb,14.106493506493509,0.006962815087993938,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,"84A Order of Object, Oblique, and Verb",4.784722222222221,0.5717058058838007,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,85A Order of Adposition and Noun Phrase,3.373097490744549,0.4974345097282869,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,86A Order of Genitive and Noun,2.8021978021978025,0.5914533931053211,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,87A Order of Adjective and Noun,3.2285714285714286,0.5203285689964302,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,88A Order of Demonstrative and Noun,3.946428571428571,0.41330450104150696,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,89A Order of Numeral and Noun,1.6875,0.4300946406400623,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,90A Order of Relative Clause and Noun,2.4642857142857144,0.8724430553329754,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,91A Order of Degree Word and Adjective,0.5250000000000001,0.7691263643685704,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,92A Position of Polar Question Particles,5.783846872082168,0.8330847099330689,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,93A Position of Interrogative Phrases in Content Questions,4.1949579831932775,0.380263654402955,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,94A Order of Adverbial Subordinator and Clause,10.416666666666666,0.10816670893569834,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,9.097098435333727,0.3341712255941578,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,5.760302197802199,0.6740612039104483,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,9.803571428571429,0.27908426310017626,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,98A Alignment of Case Marking of Full Noun Phrases,6.50297619047619,0.3692620289902723,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,99A Alignment of Case Marking of Pronouns,3.2857142857142856,0.5111988835867518,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,100A Alignment of Verbal Person Marking,4.255782312925169,0.3724948261041625,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,101A Expression of Pronominal Subjects,12.630833333333335,0.12519853842286466,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,102A Verbal Person Marking,9.387755102040817,0.15291654250287592,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,103A Third Person Zero of Verbal Person Marking,4.6938775510204085,0.3201733709132006,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,104A Order of Person Markers on the Verb,12.21875,0.057262939794789885,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,105A Ditransitive Constructions: The Verb 'Give',3.3015873015873023,0.7701526960145995,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,106A Reciprocal Constructions,7.344845630559917,0.2901296743511908,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,107A Passive Constructions,0.3285714285714287,0.8484995587989019,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,108A Antipassive Constructions,2.389610389610389,0.30276292822894457,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,109A Applicative Constructions,2.7669172932330826,0.5975567617397115,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,110A Periphrastic Causative Constructions,7.178571428571432,0.12674712488443324,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,111A Nonperiphrastic Causative Constructions,4.7247023809523805,0.5795752731491675,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,112A Negative Morphemes,6.691113945578233,0.5702958888148978,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,113A Symmetric and Asymmetric Standard Negation,4.628571428571427,0.3275732500409533,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,114A Subtypes of Asymmetric Standard Negation,7.352380952380952,0.4991338769609263,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,115A Negative Indefinite Pronouns and Predicate Negation,14.92481203007519,0.004859729588167035,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,116A Polar Questions,4.119047619047619,0.660569759155224,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,117A Predicative Possession,3.1607142857142856,0.5312995321828174,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,118A Predicative Adjectives,3.0979591836734697,0.5415680923420961,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,119A Nominal and Locational Predication,2.847619047619048,0.2407949533033829,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,120A Zero Copula for Predicate Nominals,5.366666666666667,0.06833499079063204,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,121A Comparative Constructions,4.038461538461538,0.40082567075849096,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,122A Relativization on Subjects,4.1843711843711855,0.3816285827166188,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,123A Relativization on Obliques,5.025,0.5406107019468556,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,124A 'Want' Complement Subjects,6.5644796380090495,0.3630056947174147,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,125A Purpose Clauses,1.2410884353741494,0.8712884481475309,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,126A 'When' Clauses,4.791666666666667,0.30934932362882833,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,127A Reason Clauses,0.7281385281385282,0.94781406888823,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,128A Utterance Complement Clauses,4.542857142857144,0.3374959361011956,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,129A Hand and Arm,1.0707908163265305,0.5854377575044614,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,130A Finger and Hand,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,131A Numeral Bases,5.25506072874494,0.26211333615167776,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,132A Number of Non-Derived Basic Colour Categories,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,133A Number of Basic Colour Categories,1.9047619047619049,0.3858213068291241,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,134A Green and Blue,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,135A Red and Yellow,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,136A M-T Pronouns,2.6754578754578757,0.2624410121743825,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,137A N-M Pronouns,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,138A Tea,6.035359598384807,0.19652311371048847,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,142A Para-Linguistic Usages of Clicks,2.9493506493506496,0.5663369164049443,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143F Postverbal Negative Morphemes,12.989661654135336,0.01132641956906745,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,90B Prenominal relative clauses,0.21164021164021168,0.6454848493341196,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,90C Postnominal relative clauses,0.5795454545454546,0.7484336468067405,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144P NegSOV Order,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144J SVNegO Order,6.9642857142857135,0.030741465832772145,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,144N Obligatory Double Negation in SOV languages,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144S SOVNeg Order,3.678571428571429,0.7200796560405363,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144X Verb-Initial with Clause-Final Negative,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,"144A Position of Negative Word With Respect to Subject, Object, and Verb",31.96915584415585,0.004046680837174767,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,90E Correlative relative clauses,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144V Verb-Initial with Preverbal Negative,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144I SNegVO Order,15.227272727272727,0.018560819902859568,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,144R SONegV Order,5.6571428571428575,0.4626709135937042,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143B Obligatory Double Negation,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144M Multiple Negative Constructions in SOV Languages,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144G Optional Double Negation in SVO languages,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144K SVONeg Order,6.9642857142857135,0.030741465832772145,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,144B Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,14.063348416289596,0.007095594306467695,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,90D Internally-headed relative clauses,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144E Multiple Negative Constructions in SVO Languages,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144D The Position of Negative Morphemes in SVO Languages,14.522727272727273,0.06911767369285768,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,"81B Languages with two Dominant Orders of Subject, Object, and Verb",3.0,0.22313016014842985,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143E Preverbal Negative Morphemes,2.774436090225564,0.5962535070203252,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143C Optional Double Negation,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143A Order of Negative Morpheme and Verb,29.183823529411768,0.003699700442177786,Dependent (reject H0)
41A Distance Contrasts in Demonstratives,144W Verb-Initial with Negative that is Immediately Postverbal or between Subject and Object,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144Q SNegOV Order,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144L The Position of Negative Morphemes in SOV Languages,16.928571428571427,0.07595952967933928,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144H NegSVO Order,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144C Languages with different word order in negative clauses,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,144T The Position of Negative Morphemes in Verb-Initial Languages,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,143G Minor morphological means of signaling negation,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,137B M in Second Person Singular,1.020757020757021,0.6002683280145418,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,136B M in First Person Singular,2.1799567953414107,0.33622375684459466,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,109B Other Roles of Applied Objects,3.5883458646616533,0.7321809720982322,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,25B Zero Marking of A and P Arguments,1.5230769230769232,0.4669474933668054,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,21B Exponence of Tense-Aspect-Mood Inflection,6.214608920491274,0.18368416404739488,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,108B Productivity of the Antipassive Construction,2.389610389610389,0.30276292822894457,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,58B Number of Possessive Nouns,0.0,1.0,Independent (fail to reject H0)
41A Distance Contrasts in Demonstratives,79B Suppletion in Imperatives and Hortatives,2.369230769230769,0.6681947560870196,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,43A Third Person Pronouns and Demonstratives,10.900873015873016,0.2073793841623145,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,44A Gender Distinctions in Independent Personal Pronouns,4.9,0.5567014999040639,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,45A Politeness Distinctions in Pronouns,5.1659125188536965,0.5227166804599899,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,46A Indefinite Pronouns,3.5056818181818183,0.898748237183668,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,47A Intensifiers and Reflexive Pronouns,5.269607843137255,0.07173303333038289,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,48A Person Marking on Adpositions,1.028125,0.9055017541324214,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,49A Number of Cases,15.447843137254903,0.34824191036960395,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,50A Asymmetrical Case-Marking,16.292436974789915,0.03838064908386542,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,51A Position of Case Affixes,7.7696875,0.4562851414598724,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,52A Comitatives and Instrumentals,0.4517647058823529,0.9780235982854196,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,53A Ordinal Numerals,10.517857142857146,0.10447044396382307,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,54A Distributive Numerals,7.890873015873016,0.4442020441020911,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,55A Numeral Classifiers,4.552268244575937,0.3363947302065994,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,56A Conjunctions and Universal Quantifiers,4.333333333333333,0.3627696726435112,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,57A Position of Pronominal Possessive Affixes,0.3974489795918368,0.8197757187984744,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,58A Obligatory Possessive Inflection,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,59A Possessive Classification,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,"60A Genitives, Adjectives and Relative Clauses",8.290909090909091,0.21755585472142244,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,61A Adjectives without Nouns,5.8276515151515165,0.4427711736659559,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,62A Action Nominal Constructions,6.250000000000001,0.9029587037659828,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,63A Noun Phrase Conjunction,0.9641025641025642,0.6175153934966033,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,64A Nominal and Verbal Conjunction,2.035925925925925,0.36133023407777787,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,65A Perfective/Imperfective Aspect,2.8000000000000003,0.2465969639416064,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,66A The Past Tense,2.2814814814814817,0.3195822065573642,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,67A The Future Tense,1.1783475783475788,0.554785465189181,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,68A The Perfect,5.499999999999999,0.4814567047130164,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,69A Position of Tense-Aspect Affixes,2.0013840830449823,0.9195712649681468,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,70A The Morphological Imperative,6.25,0.3957756599045997,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,71A The Prohibitive,2.1030952380952384,0.9099768203395514,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,72A Imperative-Hortative Systems,5.028571428571428,0.2843784321068148,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,73A The Optative,1.0266666666666664,0.5984972592657649,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,74A Situational Possibility,12.4875,0.014071399133542956,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,75A Epistemic Possibility,7.071428571428571,0.13216135593929176,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,76A Overlap between Situational and Epistemic Modal Marking,10.321428571428571,0.03534771389120465,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,77A Semantic Distinctions of Evidentiality,16.78518518518519,0.0021277903416146264,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,78A Coding of Evidentiality,25.42222222222223,0.004600121479344677,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,79A Suppletion According to Tense and Aspect,2.232142857142857,0.6931490949313184,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,80A Verbal Number and Suppletion,4.2105263157894735,0.12181361383661984,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,"81A Order of Subject, Object and Verb",12.961229946524064,0.04365576628923524,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,82A Order of Subject and Verb,2.2408963585434174,0.6915493888758207,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,83A Order of Object and Verb,12.689075630252102,0.012899316770012595,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,"84A Order of Object, Oblique, and Verb",8.014285714285714,0.2370585654453423,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,85A Order of Adposition and Noun Phrase,3.8620833333333335,0.4249924864371374,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,86A Order of Genitive and Noun,4.248366013071896,0.37343541957998505,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,87A Order of Adjective and Noun,2.0479302832244004,0.7269434333055154,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,88A Order of Demonstrative and Noun,3.715170278637772,0.4459233387090974,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,89A Order of Numeral and Noun,1.023017902813299,0.5995901434647024,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,90A Order of Relative Clause and Noun,5.553513071895425,0.4750126646921468,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,91A Order of Degree Word and Adjective,0.4511278195488724,0.7980660545964877,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,92A Position of Polar Question Particles,6.754166666666667,0.7484313992223166,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,93A Position of Interrogative Phrases in Content Questions,7.003846153846152,0.13568511332345476,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,94A Order of Adverbial Subordinator and Clause,8.796936274509804,0.18532441550281686,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,95A Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,12.3984375,0.13429223877389826,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,96A Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,17.235644257703086,0.027746758309562167,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,97A Relationship between the Order of Object and Verb and the Order of Adjective and Noun,14.250700280112044,0.07546052769142164,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,98A Alignment of Case Marking of Full Noun Phrases,3.911363636363637,0.688670058424778,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,99A Alignment of Case Marking of Pronouns,1.2133333333333332,0.8758985307147422,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,100A Alignment of Verbal Person Marking,1.2133333333333334,0.8758985307147421,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,101A Expression of Pronominal Subjects,8.610000000000001,0.3762556112834889,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,102A Verbal Person Marking,2.33875,0.8860596552117447,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,103A Third Person Zero of Verbal Person Marking,4.299166666666667,0.3670294590062574,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,104A Order of Person Markers on the Verb,2.6875,0.846921524489096,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,105A Ditransitive Constructions: The Verb 'Give',4.0,0.6766764161830634,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,106A Reciprocal Constructions,3.8757396449704142,0.4230837817594649,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,107A Passive Constructions,0.8842105263157893,0.6426819811599823,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,108A Antipassive Constructions,0.5249999999999999,0.7691263643685706,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,109A Applicative Constructions,1.0,0.9097959895689499,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,110A Periphrastic Causative Constructions,3.1318681318681314,0.5360051577219984,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,111A Nonperiphrastic Causative Constructions,6.7296296296296285,0.3465761806288063,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,112A Negative Morphemes,14.63968253968254,0.023252125884845203,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,113A Symmetric and Asymmetric Standard Negation,0.7138888888888889,0.9496051575526664,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,114A Subtypes of Asymmetric Standard Negation,18.906666666666666,0.015366843150252904,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,115A Negative Indefinite Pronouns and Predicate Negation,1.5874509803921568,0.8110457993559879,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,116A Polar Questions,8.208381391772393,0.22323087152358728,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,117A Predicative Possession,6.263736263736265,0.6177158207559094,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,118A Predicative Adjectives,5.05128205128205,0.2820759960913957,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,119A Nominal and Locational Predication,0.3215811965811968,0.8514703517875292,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,120A Zero Copula for Predicate Nominals,1.140865384615385,0.5652807931243536,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,121A Comparative Constructions,9.241071428571429,0.05534833331100948,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,122A Relativization on Subjects,1.2585858585858585,0.8683618317771561,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,123A Relativization on Obliques,5.285714285714286,0.5077245060433806,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,124A 'Want' Complement Subjects,10.486538461538462,0.10560211962270898,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,125A Purpose Clauses,3.322222222222221,0.5054190637633169,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,126A 'When' Clauses,7.6083333333333325,0.10702604427065844,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,127A Reason Clauses,3.2060606060606056,0.5239526111399461,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,128A Utterance Complement Clauses,3.9325490196078414,0.4152113056149613,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,129A Hand and Arm,7.708593749999999,0.02118849623512433,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,130A Finger and Hand,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,131A Numeral Bases,1.7436974789915969,0.7827654614371146,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,132A Number of Non-Derived Basic Colour Categories,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,133A Number of Basic Colour Categories,0.6857142857142857,0.7097395956891255,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,134A Green and Blue,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,135A Red and Yellow,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,136A M-T Pronouns,1.2857142857142856,0.5257880244257798,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,137A N-M Pronouns,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,138A Tea,5.400246812011516,0.06719721968757432,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,142A Para-Linguistic Usages of Clicks,5.417142857142856,0.2471092615301705,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,143F Postverbal Negative Morphemes,17.796840958605667,0.001352169036152527,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,90B Prenominal relative clauses,1.40625,0.4950358969261986,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,90C Postnominal relative clauses,0.2461538461538461,0.884195644895183,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144P NegSOV Order,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144J SVNegO Order,2.98224852071006,0.0841822486410242,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144S SOVNeg Order,6.2638888888888875,0.18028860725669416,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144X Verb-Initial with Clause-Final Negative,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,"144A Position of Negative Word With Respect to Subject, Object, and Verb",31.331699346405223,0.0017530342243808107,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,90E Correlative relative clauses,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144V Verb-Initial with Preverbal Negative,0.0,1.0,Independent (fail to reject H0)
42A Pronominal and Adnominal Demonstratives,144I SNegVO Order,14.000000000000002,0.0029051527742674373,Dependent (reject H0)
42A Pronominal and Adnominal Demonstratives,144R SONegV Order,4.766666666666667,0.31208742674041706,Independent (fail to reject H0)
